,CompanyId,ColumnName,ColumnValue,Count
90,int:a055470,BankEntryText,str:65453a1 str:5ad9e74 str:a67fb86 str:384a6a5,1
91,int:a055470,BankEntryText,str:a8fdd98 int:9a93494 str:fd9632a,1
92,int:a055470,BankEntryText,str:803b210 str:6e81fd5 str:74c905f str:6859b88 str:fa06fd6,1
93,int:a055470,BankEntryText,str:7e3d767 str:d51a552 str:1a42e0f str:04c209f,1
94,int:a055470,BankEntryText,str:4a8c1ac str:1b2928e str:cd972e2,1
95,int:a055470,BankEntryText,str:a8fdd98 int:13609cf str:1331318 str:4f2111c int:acc63b9,1
96,int:a055470,BankEntryText,str:3602da6 str:5ad9e74 int:7b3ce63 str:3c509f3,1
97,int:a055470,BankEntryText,str:19425d7 str:2178a18 str:9286ab3 str:ab6915e,1
98,int:a055470,BankEntryText,str:c7ba15f str:f2db7aa str:7d2a292,1
99,int:a055470,BankEntryAmount,> -10,2
100,int:a055470,BankEntryAmount,< 1000,2
101,int:a055470,BankEntryAmount,> -1000,34
102,int:a055470,BankEntryAmount,> -100,29
103,int:a055470,BankEntryAmount,> -10000,22
104,int:a055470,BankEntryAmount,< 10000,3
105,int:a055470,BankEntryAmount,big negative,7
106,int:a055470,BankEntryAmount,big positive,1
107,int:a055470,AccountName,str:1e82557,9
108,int:a055470,AccountName,str:9ce853c,1
109,int:a055470,AccountName,str:cc78807,8
110,int:a055470,AccountName,str:dc7a2b9,1
111,int:a055470,AccountName,str:34f9644,1
112,int:a055470,AccountName,str:74a08e1,1
113,int:a055470,AccountName,str:40e42a9,1
114,int:a055470,AccountName,str:ab162f3,2
115,int:a055470,AccountName,str:3bdde00,3
116,int:a055470,AccountName,str:17ed048,9
117,int:a055470,AccountName,str:f53d4ec,1
118,int:a055470,AccountName,str:a67d2b5,8
119,int:a055470,AccountName,str:ea57e55,4
120,int:a055470,AccountName,str:2f85016,4
121,int:a055470,AccountName,str:481e4e8,6
122,int:a055470,AccountName,str:7ee6cec,4
123,int:a055470,AccountName,str:a9f0788,29
124,int:a055470,AccountName,str:892c3fd,5
125,int:a055470,AccountName,str:65a86dc,3
126,int:a055470,AccountNumber,3115,1
127,int:a055470,AccountNumber,2240,29
128,int:a055470,AccountNumber,2270,8
129,int:a055470,AccountNumber,3604,4
130,int:a055470,AccountNumber,3145,1
131,int:a055470,AccountNumber,2754,1
132,int:a055470,AccountNumber,9900,9
133,int:a055470,AccountNumber,6920,3
134,int:a055470,AccountNumber,3430,1
135,int:a055470,AccountNumber,3600,1
136,int:a055470,AccountNumber,2239,5
137,int:a055470,AccountNumber,2291,4
138,int:a055470,AccountNumber,5670,1
139,int:a055470,AccountNumber,5660,8
140,int:a055470,AccountNumber,2770,6
141,int:a055470,AccountNumber,6922,4
142,int:a055470,AccountNumber,3628,3
143,int:a055470,AccountNumber,1310,2
144,int:a055470,AccountNumber,3617,9
145,int:a055470,AccountTypeName,Balance,25
146,int:a055470,AccountTypeName,Profit and Loss,75
